revenue_per_user,orders_cnt_per_user,converted_from_main_screen_to_item_card_screen,group,period
988.5,9.0,0,B,before test
1035.8,7.0,0,A,before test
997.5,11.0,0,B,before test
1049.1,10.0,0,A,before test
1007.4,10.0,1,A,before test
1058.1,12.0,0,A,before test
1078.9,7.0,0,A,before test
1059.6,6.0,0,A,before test
1024.7,12.0,0,B,before test
957.0,8.0,0,A,before test
1006.6,6.0,0,A,before test
1028.2,9.0,0,A,before test
996.2,8.0,0,A,before test
894.2,8.0,1,B,before test
996.7,10.0,0,A,before test
970.1,9.0,1,A,before test
1034.3,11.0,0,A,before test
1076.0,7.0,0,B,before test
1057.0,8.0,0,B,before test
998.6,10.0,0,B,before test
980.0,16.0,0,B,before test
992.1,10.0,0,B,before test
983.7,8.0,0,B,before test
1030.2,7.0,0,A,before test
930.2,8.0,0,A,before test
1003.9,9.0,0,B,before test
892.9,12.0,1,B,before test
930.6,11.0,0,A,before test
1019.3,7.0,0,A,before test
908.9,9.0,0,B,before test
1001.1,14.0,1,B,before test
909.8,5.0,0,B,before test
1060.2,3.0,0,B,before test
1004.2,8.0,0,B,before test
902.4,11.0,0,B,before test
1011.7,10.0,0,B,before test
1011.4,10.0,0,A,before test
1066.2,10.0,0,B,before test
1052.0,11.0,0,B,before test
1098.8,11.0,0,A,before test
1006.0,15.0,0,B,before test
979.9,10.0,0,B,before test
848.1,7.0,0,B,before test
1056.7,8.0,1,B,before test
863.3,10.0,1,B,before test
989.0,10.0,0,A,before test
1030.6,10.0,1,A,before test
1012.6,12.0,1,A,before test
1075.9,13.0,0,B,before test
971.5,9.0,0,B,before test
951.5,7.0,0,B,before test
1137.0,8.0,0,A,before test
1056.1,8.0,0,A,before test
982.8,12.0,0,B,before test
1007.3,11.0,0,A,before test
1035.6,11.0,0,A,before test
918.2,5.0,0,B,before test
1030.8,11.0,0,A,before test
1095.3,8.0,0,A,before test
993.4,8.0,0,A,before test
1096.4,8.0,0,B,before test
1132.5,8.0,0,A,before test
986.9,6.0,0,A,before test
1017.3,10.0,0,A,before test
997.8,12.0,1,A,before test
994.8,10.0,0,A,before test
1055.2,10.0,0,B,before test
946.0,9.0,0,A,before test
970.2,17.0,0,B,before test
1009.9,11.0,1,A,before test
1065.4,9.0,1,B,before test
1062.1,9.0,0,B,before test
986.4,1.0,0,B,before test
988.0,7.0,0,B,before test
1007.3,11.0,0,A,before test
1021.9,9.0,0,A,before test
1033.4,10.0,1,B,before test
922.9,12.0,0,B,before test
1029.2,1.0,0,B,before test
1030.8,9.0,0,B,before test
978.9,6.0,0,B,before test
1042.2,10.0,1,B,before test
985.5,9.0,1,B,before test
954.5,11.0,1,A,before test
946.7,11.0,0,B,before test
1048.3,8.0,0,B,before test
1062.6,9.0,0,B,before test
970.6,12.0,0,A,before test
1079.2,6.0,0,B,before test
999.1,11.0,0,B,before test
938.8,9.0,0,A,before test
1011.0,7.0,0,A,before test
929.3,8.0,0,B,before test
1022.5,9.0,0,B,before test
983.9,11.0,0,A,before test
975.5,12.0,0,B,before test
1022.0,9.0,1,B,before test
1108.6,7.0,0,A,before test
1055.4,9.0,0,B,before test
1004.6,3.0,0,B,before test
978.5,9.0,0,A,before test
1023.5,11.0,0,A,before test
1012.4,10.0,0,A,before test
986.9,11.0,0,A,before test
1013.7,6.0,1,A,before test
1014.9,8.0,0,B,before test
1042.9,10.0,0,A,before test
1010.3,10.0,0,B,before test
1013.2,10.0,0,B,before test
978.9,10.0,0,B,before test
1008.9,11.0,0,B,before test
987.0,15.0,0,B,before test
984.2,2.0,0,B,before test
1026.6,7.0,1,A,before test
1017.1,6.0,0,A,before test
999.0,11.0,1,A,before test
1017.9,10.0,0,B,before test
983.2,11.0,0,B,before test
985.7,7.0,0,B,before test
1024.1,13.0,0,A,before test
1038.2,16.0,1,B,before test
993.1,9.0,0,A,before test
1015.3,8.0,0,A,before test
1007.9,8.0,0,B,before test
1019.1,10.0,0,B,before test
942.7,9.0,1,B,before test
993.4,9.0,0,A,before test
999.5,9.0,1,A,before test
1086.3,8.0,0,A,before test
1077.4,10.0,1,A,before test
1047.8,11.0,0,A,before test
963.9,12.0,0,B,before test
1012.2,11.0,1,A,before test
978.6,10.0,0,B,before test
986.4,4.0,0,B,before test
973.2,3.0,0,B,before test
956.9,10.0,0,A,before test
1059.2,13.0,1,B,before test
1005.2,9.0,0,B,before test
1023.2,7.0,0,A,before test
1071.8,8.0,0,B,before test
1013.4,5.0,0,B,before test
967.6,8.0,0,A,before test
989.0,8.0,0,A,before test
1083.5,10.0,0,B,before test
873.6,11.0,1,A,before test
924.9,8.0,0,A,before test
1135.9,7.0,0,A,before test
1067.9,8.0,0,A,before test
1082.2,9.0,0,B,before test
961.9,10.0,1,B,before test
964.0,8.0,1,B,before test
1009.8,6.0,0,A,before test
1013.0,14.0,0,B,before test
937.1,11.0,0,A,before test
988.1,8.0,1,A,before test
994.6,11.0,0,A,before test
979.4,7.0,0,B,before test
971.9,6.0,0,A,before test
974.4,8.0,0,A,before test
1068.5,13.0,0,B,before test
1068.1,11.0,0,B,before test
968.9,9.0,0,A,before test
1032.7,6.0,0,A,before test
1093.9,8.0,0,B,before test
1025.8,6.0,0,A,before test
1025.2,5.0,0,B,before test
955.7,7.0,1,A,before test
999.4,11.0,0,B,before test
1000.1,9.0,0,A,before test
924.3,12.0,1,B,before test
1044.5,13.0,0,B,before test
1046.1,11.0,0,B,before test
924.9,9.0,0,B,before test
998.1,10.0,0,B,before test
1042.0,10.0,0,A,before test
944.7,11.0,0,B,before test
974.4,3.0,0,B,before test
961.1,8.0,1,A,before test
1026.5,8.0,1,B,before test
1072.0,7.0,1,A,before test
1072.2,8.0,0,A,before test
1079.4,11.0,0,A,before test
1046.1,5.0,0,B,before test
977.7,13.0,0,B,before test
984.3,7.0,0,B,before test
1000.5,7.0,0,A,before test
1058.8,11.0,0,B,before test
980.6,4.0,0,B,before test
995.5,13.0,0,B,before test
932.4,14.0,0,B,before test
1011.9,7.0,0,A,before test
1015.9,8.0,0,B,before test
1055.0,8.0,1,A,before test
905.9,9.0,0,A,before test
1020.3,12.0,0,B,before test
1046.3,10.0,0,B,before test
964.5,10.0,0,B,before test
869.5,6.0,1,B,before test
991.8,9.0,0,A,before test
1000.4,7.0,0,A,before test
1068.5,12.0,0,A,before test
975.4,11.0,0,A,before test
969.7,11.0,0,A,before test
1103.0,6.0,0,A,before test
1046.6,10.0,0,A,before test
1046.0,9.0,1,A,before test
929.4,6.0,0,B,before test
897.4,7.0,0,A,before test
994.3,9.0,0,B,before test
1049.8,9.0,1,A,before test
1039.3,10.0,0,A,before test
976.0,10.0,0,A,before test
966.1,10.0,0,B,before test
951.1,7.0,0,B,before test
1101.5,12.0,0,B,before test
982.4,10.0,0,B,before test
985.0,7.0,0,A,before test
987.3,8.0,0,A,before test
993.5,8.0,1,A,before test
1069.5,9.0,0,A,before test
1045.8,11.0,0,A,before test
985.3,10.0,1,A,before test
1064.4,7.0,0,B,before test
1037.0,5.0,0,B,before test
1016.2,4.0,0,B,before test
1088.5,6.0,0,A,before test
978.8,9.0,0,A,before test
976.6,9.0,0,A,before test
1009.1,2.0,0,B,before test
1008.7,8.0,0,A,before test
1010.3,8.0,0,A,before test
1000.2,12.0,0,B,before test
968.5,12.0,0,B,before test
1033.8,9.0,0,A,before test
1129.7,8.0,1,A,before test
1065.3,9.0,0,A,before test
970.6,7.0,0,A,before test
1054.1,8.0,0,A,before test
949.3,6.0,0,B,before test
938.4,9.0,0,A,before test
1022.2,10.0,0,B,before test
1020.5,9.0,0,A,before test
1017.3,5.0,0,A,before test
1015.0,9.0,0,A,before test
952.3,11.0,0,B,before test
1025.2,8.0,0,B,before test
1018.0,9.0,0,B,before test
985.7,12.0,1,B,before test
958.2,6.0,0,B,before test
951.9,7.0,0,A,before test
1024.3,9.0,0,A,before test
1039.0,11.0,0,A,before test
990.2,9.0,0,A,before test
1095.9,12.0,0,B,before test
947.6,10.0,0,B,before test
928.7,9.0,0,A,before test
963.6,8.0,0,B,before test
1013.8,6.0,0,A,before test
1027.6,13.0,0,B,before test
1115.2,8.0,0,B,before test
935.6,9.0,0,B,before test
1021.1,9.0,0,A,before test
1046.6,5.0,1,B,before test
984.3,7.0,0,A,before test
1015.6,10.0,0,A,before test
975.4,6.0,0,B,before test
1012.3,10.0,0,B,before test
1091.7,7.0,0,A,before test
932.2,12.0,0,B,before test
1026.6,9.0,0,A,before test
988.2,8.0,0,A,before test
912.1,9.0,0,A,before test
972.9,12.0,0,B,before test
993.4,8.0,1,B,before test
978.6,9.0,0,B,before test
972.5,6.0,0,A,before test
1053.8,10.0,1,A,before test
930.7,4.0,0,B,before test
1107.8,9.0,0,B,before test
973.8,9.0,0,A,before test
973.4,11.0,0,B,before test
1016.1,11.0,0,A,before test
942.0,3.0,0,A,before test
993.8,10.0,0,A,before test
867.7,10.0,0,A,before test
1014.3,5.0,0,A,before test
1000.4,13.0,0,B,before test
993.4,9.0,0,A,before test
1024.9,9.0,0,B,before test
1017.2,11.0,0,A,before test
1069.2,9.0,0,A,before test
1081.6,9.0,1,A,before test
990.1,9.0,0,A,before test
1051.4,10.0,0,A,before test
1029.0,7.0,1,A,before test
1005.7,11.0,0,B,before test
940.1,11.0,0,A,before test
1040.0,10.0,0,A,before test
1018.0,11.0,1,A,before test
994.6,11.0,1,A,before test
1010.7,15.0,0,B,before test
1071.9,9.0,0,B,before test
1009.4,6.0,0,B,before test
962.0,11.0,0,A,before test
945.8,9.0,0,B,before test
1134.8,10.0,0,B,before test
997.4,7.0,0,B,before test
1000.7,7.0,0,B,before test
968.8,9.0,1,B,before test
945.5,9.0,0,B,before test
930.2,8.0,0,B,before test
1015.9,12.0,0,B,before test
1068.3,10.0,1,A,before test
1018.7,12.0,0,A,before test
994.7,7.0,0,A,before test
1003.3,5.0,0,B,before test
994.9,13.0,0,A,before test
1013.0,9.0,0,A,before test
1000.1,11.0,0,A,before test
1015.8,2.0,0,B,before test
1077.9,9.0,0,B,before test
989.7,14.0,0,B,before test
1013.7,5.0,1,B,before test
943.9,10.0,0,A,before test
1017.2,10.0,0,A,before test
1000.0,8.0,0,B,before test
1031.9,13.0,0,B,before test
982.3,9.0,0,B,before test
965.0,7.0,1,A,before test
1051.2,10.0,0,A,before test
875.3,9.0,0,B,before test
948.6,9.0,0,A,before test
1023.9,7.0,0,B,before test
1042.3,5.0,1,B,before test
1019.8,13.0,0,B,before test
1007.6,9.0,0,A,before test
995.0,9.0,0,A,before test
996.9,9.0,0,B,before test
896.2,9.0,0,A,before test
922.1,7.0,0,B,before test
1068.0,8.0,0,A,before test
1076.4,9.0,0,B,before test
984.9,9.0,1,B,before test
1012.5,12.0,0,A,before test
965.1,9.0,0,A,before test
1011.7,10.0,0,B,before test
1021.9,12.0,0,A,before test
1006.6,11.0,0,A,before test
1050.6,10.0,0,A,before test
938.1,6.0,0,A,before test
1013.6,9.0,0,A,before test
1019.5,10.0,0,B,before test
994.8,9.0,0,B,before test
923.9,10.0,0,A,before test
960.6,9.0,0,A,before test
941.9,11.0,1,B,before test
947.4,9.0,0,A,before test
951.9,8.0,0,A,before test
948.9,6.0,1,B,before test
1071.2,11.0,0,B,before test
986.7,10.0,0,B,before test
998.7,8.0,0,A,before test
998.2,9.0,0,B,before test
1041.7,12.0,1,A,before test
1010.3,12.0,1,B,before test
1012.9,8.0,0,B,before test
954.7,14.0,0,A,before test
1079.9,8.0,1,B,before test
979.5,9.0,0,B,before test
1018.0,9.0,0,A,before test
988.5,12.0,0,B,before test
994.1,4.0,0,B,before test
1002.6,9.0,0,A,before test
952.7,8.0,0,B,before test
1101.5,9.0,0,B,before test
945.8,8.0,0,B,before test
1023.3,11.0,0,B,before test
1078.9,11.0,0,A,before test
987.9,4.0,0,B,before test
934.1,8.0,1,A,before test
957.8,7.0,0,A,before test
948.3,11.0,0,B,before test
1026.5,12.0,0,B,before test
942.9,16.0,0,B,before test
941.5,8.0,0,A,before test
946.6,12.0,0,B,before test
1050.4,6.0,0,B,before test
1003.0,7.0,1,B,before test
1012.0,7.0,0,A,before test
1055.5,13.0,0,B,before test
983.2,8.0,0,B,before test
1021.7,9.0,0,B,before test
1048.9,10.0,0,A,before test
1089.3,10.0,0,A,before test
920.1,7.0,0,A,before test
1094.9,9.0,0,A,before test
932.7,7.0,0,A,before test
977.8,9.0,0,A,before test
1089.6,10.0,0,B,before test
927.1,7.0,0,B,before test
965.6,5.0,0,B,before test
1053.0,10.0,0,B,before test
1052.5,6.0,0,B,before test
1035.0,4.0,0,B,before test
1009.1,8.0,0,A,before test
1041.1,8.0,0,A,before test
995.2,7.0,0,A,before test
1053.2,6.0,0,A,before test
964.5,7.0,0,B,before test
1028.5,10.0,1,B,before test
1025.6,8.0,0,B,before test
1052.6,11.0,0,B,before test
1011.5,8.0,0,A,before test
990.8,8.0,0,A,before test
1015.8,9.0,0,B,before test
1013.2,9.0,1,B,before test
1067.3,12.0,0,B,before test
996.6,7.0,0,B,before test
1062.9,13.0,0,B,before test
1156.4,14.0,0,B,before test
978.3,10.0,0,A,before test
959.0,7.0,0,A,before test
1082.6,10.0,0,A,before test
1016.0,8.0,0,A,before test
963.7,7.0,0,B,before test
978.0,10.0,0,B,before test
1045.0,5.0,0,A,before test
965.9,7.0,0,B,before test
983.5,8.0,0,B,before test
1033.0,10.0,0,A,before test
1065.1,9.0,0,A,before test
1067.3,7.0,0,B,before test
1017.5,12.0,0,B,before test
1035.2,6.0,0,A,before test
994.1,9.0,0,A,before test
985.3,14.0,0,B,before test
1003.4,10.0,1,B,before test
948.8,6.0,0,A,before test
1053.4,7.0,0,B,before test
1004.8,7.0,0,B,before test
946.0,10.0,0,A,before test
932.1,11.0,0,A,before test
978.3,7.0,0,A,before test
1006.5,11.0,0,A,before test
1105.6,3.0,1,B,before test
956.6,1.0,0,B,before test
985.9,8.0,0,A,before test
1000.1,11.0,0,A,before test
1003.9,8.0,1,A,before test
1037.2,17.0,0,B,before test
968.6,8.0,1,A,before test
992.5,9.0,0,B,before test
1007.6,8.0,0,B,before test
812.8,7.0,0,A,before test
1065.4,11.0,0,B,before test
980.9,11.0,0,B,before test
1059.1,8.0,0,B,before test
1001.6,8.0,0,A,before test
937.8,7.0,0,A,before test
1009.7,4.0,1,B,before test
970.7,12.0,0,B,before test
964.7,8.0,0,B,before test
931.4,10.0,0,A,before test
1070.8,8.0,0,B,before test
980.4,6.0,0,A,before test
1021.7,11.0,1,B,before test
970.7,10.0,0,A,before test
1006.6,9.0,0,A,before test
939.4,11.0,0,A,before test
966.4,8.0,1,A,before test
1028.4,9.0,1,B,before test
1069.3,11.0,1,B,before test
1003.8,7.0,0,A,before test
1012.3,6.0,1,A,before test
1051.6,10.0,0,A,before test
1029.0,6.0,0,A,before test
994.9,10.0,0,B,before test
945.4,7.0,0,B,before test
1043.7,10.0,1,A,before test
977.6,8.0,0,B,before test
1043.9,8.0,1,A,before test
1012.7,8.0,0,B,before test
1031.5,10.0,0,B,before test
1027.3,14.0,0,B,before test
1013.2,9.0,1,B,before test
989.6,11.0,0,A,before test
1016.6,12.0,0,A,before test
981.5,14.0,0,A,before test
955.3,10.0,0,A,before test
974.5,11.0,0,B,before test
1046.5,10.0,0,B,before test
1056.6,4.0,0,B,before test
920.0,10.0,0,B,before test
1057.1,8.0,0,B,before test
980.7,7.0,0,B,before test
988.6,10.0,0,A,before test
1075.3,7.0,1,A,before test
1005.0,7.0,0,A,before test
1049.8,7.0,0,A,before test
1003.5,13.0,0,B,before test
992.1,9.0,0,A,before test
982.0,11.0,0,B,before test
977.1,9.0,0,A,before test
976.5,14.0,0,B,before test
1005.2,6.0,0,A,before test
945.9,7.0,0,A,before test
938.4,8.0,1,A,before test
1018.3,7.0,0,A,before test
976.9,8.0,1,B,before test
990.4,12.0,0,A,before test
1010.5,14.0,0,B,before test
1045.5,11.0,0,A,before test
981.2,7.0,0,A,before test
904.3,7.0,0,B,before test
989.7,7.0,0,A,before test
969.5,13.0,1,B,before test
998.7,9.0,1,B,before test
1011.5,6.0,0,A,before test
958.3,11.0,0,A,before test
990.7,8.0,0,A,before test
1019.2,10.0,0,A,before test
960.3,10.0,0,B,before test
984.8,10.0,0,A,before test
943.2,9.0,0,A,before test
1036.2,7.0,0,B,before test
975.9,11.0,0,A,before test
1006.2,8.0,0,B,before test
1068.8,8.0,0,B,before test
955.0,15.0,0,B,before test
1059.6,9.0,0,A,before test
1023.6,8.0,0,B,before test
1077.7,8.0,0,B,before test
991.1,8.0,0,A,before test
1050.8,10.0,0,A,before test
1027.0,7.0,0,B,before test
981.1,11.0,0,A,before test
1058.8,9.0,0,A,before test
996.8,9.0,0,A,before test
945.7,10.0,0,B,before test
1030.0,9.0,0,B,before test
1074.2,7.0,0,A,before test
959.1,7.0,0,B,before test
961.5,7.0,0,A,before test
995.9,12.0,0,B,before test
1071.8,4.0,0,A,before test
949.5,7.0,0,A,before test
976.0,9.0,0,B,before test
1066.0,9.0,0,B,before test
946.9,9.0,0,B,before test
1060.2,10.0,0,A,before test
1020.2,10.0,0,A,before test
1065.0,8.0,0,A,before test
1054.8,10.0,1,B,before test
1080.2,8.0,0,A,before test
961.6,6.0,0,A,before test
999.1,11.0,0,B,before test
955.4,11.0,0,B,before test
1088.1,10.0,0,A,before test
1006.4,10.0,0,A,before test
965.6,9.0,0,A,before test
996.6,6.0,0,A,before test
1109.1,10.0,0,B,before test
1028.0,10.0,0,A,before test
