party_rk,purchase_sum,russian_region_nm,russian_region_cd,timediff_to_msk_hour_cnt,russian_federal_district_cd
169427306,190940.96,Москва,077,0,001
167923336,1224624.38745,Москва,077,0,001
3866757,699889.61089,Москва,077,0,001
121871333,192769.25,Москва,077,0,001
343796843,216402.55,Москва,077,0,001
244281098,43879.09,Москва,077,0,001
288216555,182734.13,Москва,077,0,001
207370844,114265.7,Москва,077,0,001
220883015,330671.66,Москва,077,0,001
120679801,641474.71,Москва,077,0,001
323405234,9405.0,Кемеровская область,042,4,007
87967883,95377.92,Москва,077,0,001
169408596,6625.87,Кемеровская область,042,4,007
316960422,76914.5,Москва,077,0,001
302476913,6790.71601,Москва,077,0,001
231324465,739299.71,Москва,077,0,001
88783268,3255201.69234,Москва,077,0,001
274060471,400434.95,Москва,077,0,001
142420099,1334816.72225,Москва,077,0,001
151253082,237551.68721,Мурманская область,051,0,002
122433189,455392.31,Москва,077,0,001
207586081,588908.84868,Москва,077,0,001
345275230,83373.27,Москва,077,0,001
306751721,33740.0,Москва,077,0,001
160968370,53040.35,Москва,077,0,001
265270240,15854.74,Москва,077,0,001
310028254,73692.0,Москва,077,0,001
286303754,391445.47,Москва,077,0,001
269233974,113854.85,Москва,077,0,001
163866118,453864.94,Москва,077,0,001
327456719,13752.65224,Москва,077,0,001
7011497,496121.52,Москва,077,0,001
113497226,865463.65,Москва,077,0,001
5495793,1018.74,Москва,077,0,001
352284581,18326.12,Москва,077,0,001
271518860,5847.57,Москва,077,0,001
311399976,218265.43526,Москва,077,0,001
132400178,22159.0,Москва,077,0,001
149739004,493.41,Москва,077,0,001
122304433,1499.9,Москва,077,0,001
286316660,58342.75,Москва,077,0,001
294128198,1289402.3,Москва,077,0,001
137296965,589411.97,Москва,077,0,001
344112755,13024.0,Москва,077,0,001
267671662,480242.0,Москва,077,0,001
257367414,338.5,Москва,077,0,001
95876768,1179565.31712,Москва,077,0,001
269665790,243525.69,Москва,077,0,001
140737465,348641.3,Москва,077,0,001
125696561,1179550.07686,Москва,077,0,001
248960308,36983.02,Москва,077,0,001
306465307,50677.15,Москва,077,0,001
258224310,139529.2,Москва,077,0,001
362028427,9983.91,Москва,077,0,001
132256434,989.0,Москва,077,0,001
330125443,62154.44658,Москва,077,0,001
295302265,27465.0,Кемеровская область,042,4,007
120592199,16388.21,Москва,077,0,001
340402948,112280.44,Москва,077,0,001
4348005,61897.06,Москва,077,0,001
154709754,384425.78,Москва,077,0,001
134383364,929907.89,Москва,077,0,001
265141664,68264.36,Кемеровская область,042,4,007
219597823,912.87,Кемеровская область,042,4,007
233530447,600.0,Москва,077,0,001
168712692,249136.63,Москва,077,0,001
278584903,90889.9,Мурманская область,051,0,002
311692686,55958.32,Москва,077,0,001
209236794,82747.5,Москва,077,0,001
221031560,76438.11,Москва,077,0,001
158236818,219.99,Москва,077,0,001
250960932,173395.61,Москва,077,0,001
156927253,485107.82,Москва,077,0,001
151472235,1033713.11,Москва,077,0,001
332846575,61809.0,Москва,077,0,001
267686201,1841826.53817,Москва,077,0,001
94229352,280923.01,Мурманская область,051,0,002
341504001,14700.82,Москва,077,0,001
280422272,224718.91,Москва,077,0,001
331157294,11148.0,Кемеровская область,042,4,007
231320850,266477.66,Москва,077,0,001
279170690,209732.76499,Мурманская область,051,0,002
267936237,18991.45,Москва,077,0,001
359613507,104751.39,Москва,077,0,001
284058319,363.5,Москва,077,0,001
165286588,511439.08,Москва,077,0,001
340639221,12701.96,Москва,077,0,001
137341355,41028.79,Москва,077,0,001
271136587,170984.25,Москва,077,0,001
3235854,314463.38106,Москва,077,0,001
251364904,19964.7,Москва,077,0,001
150610378,878265.81303,Москва,077,0,001
267166890,151024.99,Москва,077,0,001
262566279,214564.92,Москва,077,0,001
145775984,15407.5,Москва,077,0,001
14276069,20811.0,Москва,077,0,001
1410529,923216.13,Москва,077,0,001
275264302,14485.57,Москва,077,0,001
283810720,13074.05,Москва,077,0,001
131990262,658117.8,Москва,077,0,001
2537801,32827.68,Кировская область,043,0,005
107913089,624497.13,Московская область,050,0,001
165040173,136007.3,Московская область,050,0,001
266312137,4728.37,Московская область,050,0,001
271232222,908947.43,Московская область,050,0,001
224083972,141917.41,Московская область,050,0,001
300821990,188110.29,Ярославская область,076,0,001
369406787,17414.1,Ярославская область,076,0,001
343784746,91037.52,Московская область,050,0,001
133139132,44854.95,Московская область,050,0,001
262384248,1025994.78,Московская область,050,0,001
120424154,293516.86,Московская область,050,0,001
346251090,19850.38,Московская область,050,0,001
352180550,62338.07,Кировская область,043,0,005
137243615,69652.86,Московская область,050,0,001
323749109,9368.17,Московская область,050,0,001
292326411,18728.0,Кировская область,043,0,005
123754545,26536.19,Московская область,050,0,001
352181196,74610.95,Московская область,050,0,001
216665525,19777.2,Московская область,050,0,001
158958694,1330058.0,Московская область,050,0,001
269317863,435464.76,Московская область,050,0,001
248552375,6836.46,Московская область,050,0,001
124883451,35174.74,Кировская область,043,0,005
119222121,52990.99,Московская область,050,0,001
132800091,33313.59,Ярославская область,076,0,001
160270285,398327.85,Московская область,050,0,001
139361197,9380.54,Московская область,050,0,001
336526352,290227.21,Московская область,050,0,001
328436135,89.0,Кировская область,043,0,005
319645388,543000.0,Московская область,050,0,001
333163038,8832.71,Ярославская область,076,0,001
216887724,16523.54,Московская область,050,0,001
289894486,44826.32,Московская область,050,0,001
311986455,4963.58,Ярославская область,076,0,001
260189562,3235.88,Московская область,050,0,001
362117379,15810.0,Московская область,050,0,001
130050565,19930.2,Московская область,050,0,001
222864569,23288.0,Московская область,050,0,001
254454319,24341.16,Московская область,050,0,001
121412145,2097.47,Московская область,050,0,001
137245258,159326.89,Московская область,050,0,001
142517436,916622.64,Московская область,050,0,001
306524289,233171.99568,Кировская область,043,0,005
238255159,855956.51,Московская область,050,0,001
142709068,31223.25,Московская область,050,0,001
344669690,31974.76235,Ярославская область,076,0,001
288587655,38280.92,Московская область,050,0,001
231945346,555802.65,Московская область,050,0,001
108058087,4854.47,Московская область,050,0,001
229947609,59918.84,Московская область,050,0,001
149704332,60874.15,Московская область,050,0,001
344651111,11465.55,Московская область,050,0,001
132332090,2934.31,Московская область,050,0,001
207116466,19207.68,Московская область,050,0,001
233580018,70436.67,Ярославская область,076,0,001
337674031,14570.33,Московская область,050,0,001
289043828,409152.9,Московская область,050,0,001
318465970,60579.7,Московская область,050,0,001
337878920,217583.0,Московская область,050,0,001
332589702,324725.62,Московская область,050,0,001
116403702,117495.97,Московская область,050,0,001
231019280,7815.18,Московская область,050,0,001
149621334,37288.25,Московская область,050,0,001
164079651,374525.54,Московская область,050,0,001
262291680,235173.26,Ярославская область,076,0,001
246067945,509354.52,Московская область,050,0,001
272134934,540.6,Московская область,050,0,001
239379979,108686.93,Московская область,050,0,001
281999726,184019.82,Московская область,050,0,001
121332206,916052.58747,Московская область,050,0,001
155279047,4826.7,Московская область,050,0,001
276167280,23512.95,Московская область,050,0,001
117917255,549016.79,Московская область,050,0,001
269749881,300564.2816,Московская область,050,0,001
122879937,56398.32,Московская область,050,0,001
254170371,100225.92,Московская область,050,0,001
162039908,205502.31,Ярославская область,076,0,001
5231011,18940.34,Кировская область,043,0,005
277654213,230558.6,Московская область,050,0,001
217749561,1104337.42,Московская область,050,0,001
373427664,1533.98,Московская область,050,0,001
270895338,151228.79,Московская область,050,0,001
126534844,24056.22,Московская область,050,0,001
169083856,657562.49,Московская область,050,0,001
368644839,19750.0,Московская область,050,0,001
131091721,150731.6846,Московская область,050,0,001
310793813,194575.5,Ярославская область,076,0,001
161265537,122759.30075,Московская область,050,0,001
220149919,83743.3,Московская область,050,0,001
210559641,258452.28061,Московская область,050,0,001
266608053,288260.91474,Московская область,050,0,001
354227710,4669.02,Ярославская область,076,0,001
349582975,2490.94,Московская область,050,0,001
269362482,103420.89,Московская область,050,0,001
325838399,1077.52,Московская область,050,0,001
254171204,4302.18,Московская область,050,0,001
311943099,10096.0,Ярославская область,076,0,001
150499756,56686.49,Московская область,050,0,001
346851306,310.0,Московская область,050,0,001
211714872,80652.54,Московская область,050,0,001
250791320,1209270.84,Московская область,050,0,001
159223881,185841.67,Московская область,050,0,001
357597523,11988.0,Московская область,050,0,001
263304516,13640.53,Московская область,050,0,001
163397050,10806.78,Московская область,050,0,001
308701279,6063.11,Московская область,050,0,001
285606616,15656.86,Московская область,050,0,001
271543293,2100.0,Московская область,050,0,001
129828373,208802.54,Московская область,050,0,001
291679800,10933.12,Московская область,050,0,001
296756058,5105.59,Кировская область,043,0,005
239825162,27143.05,Московская область,050,0,001
266168149,199519.37,Московская область,050,0,001
168967894,2845624.37,Московская область,050,0,001
242624915,201355.48,Кировская область,043,0,005
331161979,22900.0,Московская область,050,0,001
262872126,251.49,Московская область,050,0,001
153379441,1004005.19,Московская область,050,0,001
163711294,6942.51,Ярославская область,076,0,001
334534733,21479.26,Московская область,050,0,001
217751176,731363.26,Московская область,050,0,001
120283186,106622.35,Московская область,050,0,001
286741719,498.0,Москва,077,0,001
273445674,729585.86598,Москва,077,0,001
267018233,7904.39,Москва,077,0,001
167821951,1638.66,Москва,077,0,001
120253082,862659.23,Москва,077,0,001
88746202,223404.11,Москва,077,0,001
55105300,49263.96,Москва,077,0,001
360815941,20578.18,Москва,077,0,001
122094057,47415.31,Москва,077,0,001
220625559,574064.34,Москва,077,0,001
300158485,748431.16,Москва,077,0,001
232746881,16116.29,Москва,077,0,001
164988632,538766.51,Москва,077,0,001
338439447,37663.0,Москва,077,0,001
275388976,113437.41312,Москва,077,0,001
126054634,716577.4,Москва,077,0,001
246681431,178842.18,Москва,077,0,001
149477424,380162.67,Москва,077,0,001
239150030,477320.3,Москва,077,0,001
257890067,23438.64,Кемеровская область,042,4,007
149456478,451847.71,Москва,077,0,001
158937453,722323.79,Москва,077,0,001
267523580,471733.05,Москва,077,0,001
36373372,474078.38,Москва,077,0,001
111526866,1349952.94,Москва,077,0,001
16249457,539637.32,Москва,077,0,001
278597867,20791.49713,Москва,077,0,001
248398498,404134.03129,Москва,077,0,001
273994832,84859.13,Москва,077,0,001
267357653,88228.02,Москва,077,0,001
339112269,45087.06,Москва,077,0,001
305262089,95455.85,Москва,077,0,001
133121461,49164.28,Москва,077,0,001
149729420,695840.33,Москва,077,0,001
109832586,379527.12,Мурманская область,051,0,002
4211202,365314.75,Москва,077,0,001
124330443,337147.38,Москва,077,0,001
140491843,955362.33728,Москва,077,0,001
139609481,23578.89,Москва,077,0,001
137178345,76815.87,Москва,077,0,001
322503736,74190.42,Москва,077,0,001
246424714,46655.04,Москва,077,0,001
128405785,463028.67,Москва,077,0,001
342940449,32517.84,Москва,077,0,001
249573996,3939941.0,Москва,077,0,001
29341402,823779.4,Москва,077,0,001
258750428,596146.93,Москва,077,0,001
285858771,101738.91993,Москва,077,0,001
323081089,60802.1,Москва,077,0,001
336701557,421.8,Москва,077,0,001
317026985,19231.0,Мурманская область,051,0,002
321918647,17990.0,Москва,077,0,001
266515836,37388.52,Москва,077,0,001
12254732,5107.99,Кемеровская область,042,4,007
268360805,58552.14267,Москва,077,0,001
127063615,38174.06,Мурманская область,051,0,002
258334169,420448.67,Москва,077,0,001
80972347,22748.58,Кемеровская область,042,4,007
265268990,457967.15639,Москва,077,0,001
277465416,13313.52,Кемеровская область,042,4,007
120268868,371501.34,Москва,077,0,001
269803275,525649.24,Москва,077,0,001
61124317,89768.85,Москва,077,0,001
246527695,98984.29,Москва,077,0,001
133263107,366447.42,Москва,077,0,001
154877464,37179.95,Москва,077,0,001
144588163,1144467.07916,Москва,077,0,001
333777644,3115.77,Москва,077,0,001
211556351,179228.14,Москва,077,0,001
52473798,192748.42,Москва,077,0,001
255990258,669444.39206,Москва,077,0,001
294826766,348377.2,Москва,077,0,001
273245034,348478.51557,Москва,077,0,001
159099257,355201.37,Москва,077,0,001
291936616,432.0,Кемеровская область,042,4,007
250484583,174346.03,Москва,077,0,001
334314303,179026.97,Москва,077,0,001
326059491,1762.68,Москва,077,0,001
214684504,1140530.75,Москва,077,0,001
231511145,45380.16,Мурманская область,051,0,002
288572634,26991.0,Москва,077,0,001
210749910,1775817.0654,Москва,077,0,001
287972126,620420.04,Москва,077,0,001
232900441,241368.71,Москва,077,0,001
347786217,29458.68,Москва,077,0,001
278885903,382644.55,Москва,077,0,001
119676390,1428432.41,Москва,077,0,001
336239593,18224.0,Кемеровская область,042,4,007
68491254,869044.61,Москва,077,0,001
298804828,13570.0,Москва,077,0,001
282978865,18405.95,Кемеровская область,042,4,007
268167212,2086.0,Москва,077,0,001
267989612,63599.47,Кемеровская область,042,4,007
239518016,1207678.05129,Москва,077,0,001
274956300,381.49,Москва,077,0,001
342309649,79777.8,Мурманская область,051,0,002
161919648,977384.09074,Москва,077,0,001
247669041,30218.79,Москва,077,0,001
122108555,372459.45,Москва,077,0,001
267003084,214926.96838,Москва,077,0,001
240618742,895865.11,Москва,077,0,001
270201443,1279190.97,Москва,077,0,001
151253926,94980.96,Москва,077,0,001
300589102,263300.76,Москва,077,0,001
274032252,21465.5,Москва,077,0,001
366204601,36777.2,Москва,077,0,001
349581618,1402.49,Москва,077,0,001
144284762,49594.52,Москва,077,0,001
142780111,7300.0,Москва,077,0,001
127867704,1788880.98,Москва,077,0,001
216298880,396220.24,Москва,077,0,001
308390251,50759.97,Москва,077,0,001
251033052,48990.73,Москва,077,0,001
237652942,13000.0,Кемеровская область,042,4,007
218433621,327190.14351,Москва,077,0,001
269350557,35.0,Москва,077,0,001
34318832,998173.91,Москва,077,0,001
359913471,17641.21,Москва,077,0,001
370973844,960.0,Москва,077,0,001
365996972,17900.0,Москва,077,0,001
352500879,102445.7,Москва,077,0,001
269356666,359607.13,Москва,077,0,001
154886999,1090027.15603,Москва,077,0,001
13067718,138367.05,Москва,077,0,001
161500927,1505639.46,Москва,077,0,001
168559752,943682.31,Москва,077,0,001
253993526,352159.31192,Москва,077,0,001
330463502,27196.0,Москва,077,0,001
302051225,61520.19,Москва,077,0,001
155440541,284862.25,Москва,077,0,001
247637728,308296.75,Москва,077,0,001
3654918,590748.61,Москва,077,0,001
134316725,250229.56269,Москва,077,0,001
79541359,92192.68,Москва,077,0,001
320061970,549558.04093,Москва,077,0,001
304962729,341282.35,Москва,077,0,001
142967044,1062755.69789,Москва,077,0,001
126675669,25862.76,Мурманская область,051,0,002
247229397,62225.06,Москва,077,0,001
258886134,139709.7,Москва,077,0,001
292121720,18963.0,Кемеровская область,042,4,007
131314569,49548.61515,Москва,077,0,001
328818065,14712.72,Кемеровская область,042,4,007
157372982,263637.65,Москва,077,0,001
267188403,68872.16,Москва,077,0,001
270117107,266469.46,Москва,077,0,001
255444090,5964.97,Москва,077,0,001
23728311,535638.48,Москва,077,0,001
148719892,1418545.16,Москва,077,0,001
119064554,28621.0,Москва,077,0,001
1509730,574920.19,Кемеровская область,042,4,007
250649674,29657.14,Челябинская область,074,2,006
259870645,845.7,Нижегородская область,052,0,005
159205382,690411.9,Челябинская область,074,2,006
338640955,25163.6,Челябинская область,074,2,006
308372370,20248.12,Нижегородская область,052,0,005
356038032,40920.0,Челябинская область,074,2,006
276763217,39705.47,Нижегородская область,052,0,005
291892736,5822.13,Нижегородская область,052,0,005
339071318,60218.84,Нижегородская область,052,0,005
218554758,284394.74,Нижегородская область,052,0,005
262280484,21774.55,Челябинская область,074,2,006
367652683,498470.87,Челябинская область,074,2,006
332344713,19940.5,Челябинская область,074,2,006
306458128,561.0,Челябинская область,074,2,006
358781282,49061.17,Челябинская область,074,2,006
215152288,62210.02,Нижегородская область,052,0,005
276759707,374391.83,Камчатский край,041,9,008
313391137,60808.78,Нижегородская область,052,0,005
262697709,232763.44,Челябинская область,074,2,006
164651703,6968.83,Нижегородская область,052,0,005
169083120,5980.75,Челябинская область,074,2,006
5939734,1170.0,Нижегородская область,052,0,005
219994855,156810.97,Камчатский край,041,9,008
148973530,94137.93,Челябинская область,074,2,006
266713999,8331.03,Нижегородская область,052,0,005
316677949,17512.0,Нижегородская область,052,0,005
267951841,26302.43,Челябинская область,074,2,006
274089526,62948.11,Челябинская область,074,2,006
242623602,58709.75,Челябинская область,074,2,006
108203026,66051.41,Нижегородская область,052,0,005
209625611,870768.53,Нижегородская область,052,0,005
272182199,85420.64,Нижегородская область,052,0,005
311892943,14420.0,Челябинская область,074,2,006
211062485,24558.45,Нижегородская область,052,0,005
98300216,134947.8,Нижегородская область,052,0,005
303555383,108678.03,Челябинская область,074,2,006
250636770,115123.69,Челябинская область,074,2,006
282502787,16006.0,Челябинская область,074,2,006
73964836,116452.75,Челябинская область,074,2,006
161055953,8602.38,Челябинская область,074,2,006
253926050,223928.66,Челябинская область,074,2,006
309214592,16201.26,Нижегородская область,052,0,005
326502938,10860.0,Челябинская область,074,2,006
367537870,1299.0,Нижегородская область,052,0,005
277541736,34289.0,Челябинская область,074,2,006
159041977,10777.81,Нижегородская область,052,0,005
371842746,9510.06,Нижегородская область,052,0,005
347484108,7173.85,Челябинская область,074,2,006
230338602,2675.7,Челябинская область,074,2,006
248032526,357073.71,Нижегородская область,052,0,005
218203618,14669.57,Нижегородская область,052,0,005
162004934,5994.47,Челябинская область,074,2,006
30956345,111559.85,Нижегородская область,052,0,005
284005614,30755.16,Челябинская область,074,2,006
249256467,8535.0,Нижегородская область,052,0,005
300413945,12669.67,Нижегородская область,052,0,005
213846541,21008.58,Челябинская область,074,2,006
141026632,858843.2,Нижегородская область,052,0,005
268027968,70221.23,Нижегородская область,052,0,005
247944771,718158.06,Челябинская область,074,2,006
151032578,142385.56,Нижегородская область,052,0,005
137872941,383757.9,Нижегородская область,052,0,005
321172023,50359.07,Нижегородская область,052,0,005
76489839,30625.11,Нижегородская область,052,0,005
2858143,292393.69,Челябинская область,074,2,006
246609837,104466.83,Челябинская область,074,2,006
315810892,30166.0,Нижегородская область,052,0,005
333897022,154562.07,Челябинская область,074,2,006
344965831,151092.05,Челябинская область,074,2,006
101120851,112524.52,Челябинская область,074,2,006
270866527,21642.06,Нижегородская область,052,0,005
297242866,76306.23,Нижегородская область,052,0,005
314066697,17813.34,Челябинская область,074,2,006
7888257,243938.87,Челябинская область,074,2,006
262492485,813851.51,Нижегородская область,052,0,005
251907192,41292.58,Нижегородская область,052,0,005
167800753,352618.91,Челябинская область,074,2,006
129694889,195686.35,Нижегородская область,052,0,005
109920895,320722.8888,Нижегородская область,052,0,005
258688136,59503.83,Челябинская область,074,2,006
338158175,24362.0,Челябинская область,074,2,006
338671472,3835.09,Нижегородская область,052,0,005
207246440,11186.8,Камчатский край,041,9,008
142853960,3257770.81997,Челябинская область,074,2,006
263306362,102169.22,Нижегородская область,052,0,005
277765909,15648.0,Нижегородская область,052,0,005
259263322,48813.42,Нижегородская область,052,0,005
135734248,17266.04,Челябинская область,074,2,006
318772756,24739.0,Челябинская область,074,2,006
321899011,20921.0,Нижегородская область,052,0,005
350559737,17888.85,Нижегородская область,052,0,005
353634978,154.0,Челябинская область,074,2,006
365562257,31499.0,Челябинская область,074,2,006
262836284,11562.32,Челябинская область,074,2,006
142697403,8666.34,Челябинская область,074,2,006
74845229,21216.75,Челябинская область,074,2,006
324700667,535598.0,Челябинская область,074,2,006
156889366,662941.17,Нижегородская область,052,0,005
143965347,1300.0,Челябинская область,074,2,006
319691737,5113.38,Нижегородская область,052,0,005
335076825,5549.44,Челябинская область,074,2,006
262010499,4502.22,Нижегородская область,052,0,005
109196967,6107.12,Челябинская область,074,2,006
267855577,28820.0,Челябинская область,074,2,006
360802319,2674.64,Нижегородская область,052,0,005
352173355,19780.0,Челябинская область,074,2,006
247536431,26641.93,Челябинская область,074,2,006
346228519,25995.97,Челябинская область,074,2,006
371843612,24480.0,Челябинская область,074,2,006
331907419,16990.0,Камчатский край,041,9,008
6746781,86184.5,Нижегородская область,052,0,005
311620621,13933.62,Челябинская область,074,2,006
238255430,72512.34,Челябинская область,074,2,006
247638060,396140.37,Нижегородская область,052,0,005
288188833,26924.96,Нижегородская область,052,0,005
305245849,11950.8,Нижегородская область,052,0,005
323501836,30591.0,Нижегородская область,052,0,005
155190527,1018465.13,Нижегородская область,052,0,005
36569308,1188.18,Нижегородская область,052,0,005
370631829,9983.88,Нижегородская область,052,0,005
258312511,55960.0,Новосибирская область,054,4,007
233008547,4657.39,Новосибирская область,054,4,007
152810477,22163.01,Ленинградская область,047,0,002
22694583,578589.73,Новосибирская область,054,4,007
233168249,242268.3,Новосибирская область,054,4,007
317212153,34464.0,Новосибирская область,054,4,007
330838603,14719.08,Новосибирская область,054,4,007
114730913,22677.8,Новосибирская область,054,4,007
51221469,51200.0,Новосибирская область,054,4,007
259551321,98374.2,Ленинградская область,047,0,002
278722186,8056.47,Новосибирская область,054,4,007
168294714,710955.53,Тюменская область,072,2,006
348685129,9499.0,Ленинградская область,047,0,002
220169420,9979.06,Ленинградская область,047,0,002
154734901,158712.5,Тюменская область,072,2,006
361717031,13317.15,Ленинградская область,047,0,002
268873422,309.0,Новосибирская область,054,4,007
287266579,167195.48,Ленинградская область,047,0,002
336695885,10183.0,Новосибирская область,054,4,007
109747956,1635841.61,Новосибирская область,054,4,007
255463959,549750.02,Ленинградская область,047,0,002
276905818,192785.91,Новосибирская область,054,4,007
125929917,14207.62,Новосибирская область,054,4,007
310495875,22361.43,Новосибирская область,054,4,007
169360778,23064.38,Тюменская область,072,2,006
275595733,255756.8,Ленинградская область,047,0,002
35520599,11515.63,Ленинградская область,047,0,002
223722990,185688.9,Новосибирская область,054,4,007
319231603,11986.0,Тюменская область,072,2,006
210209665,18070.66,Тюменская область,072,2,006
125521338,19184.52,Новосибирская область,054,4,007
208029861,12140.88,Ленинградская область,047,0,002
246929618,125030.66,Тюменская область,072,2,006
209366093,3171.0,Тюменская область,072,2,006
335914253,3180.46,Новосибирская область,054,4,007
208462939,1057120.77,Новосибирская область,054,4,007
61956002,523623.25,Ленинградская область,047,0,002
206683246,1131584.55794,Новосибирская область,054,4,007
138733430,7289.87,Ленинградская область,047,0,002
325945158,112746.33,Новосибирская область,054,4,007
22013689,157555.74,Ленинградская область,047,0,002
361990094,30955.46,Новосибирская область,054,4,007
151210356,2597.57,Новосибирская область,054,4,007
315531327,53747.7,Ленинградская область,047,0,002
251715845,405099.35,Ленинградская область,047,0,002
314560865,9720.0,Новосибирская область,054,4,007
157973391,6793.17,Ленинградская область,047,0,002
259283468,226155.46,Новосибирская область,054,4,007
265009510,3601.89,Новосибирская область,054,4,007
303774224,24947.33,Новосибирская область,054,4,007
152591568,42631.4,Тюменская область,072,2,006
307339304,17163.57,Новосибирская область,054,4,007
4657874,2166344.95,Новосибирская область,054,4,007
127021056,65147.06,Новосибирская область,054,4,007
232867037,18805.24,Новосибирская область,054,4,007
144070982,1433973.71,Ленинградская область,047,0,002
265138077,137030.3632,Ленинградская область,047,0,002
341448093,19909.0,Новосибирская область,054,4,007
221830877,251170.01,Ленинградская область,047,0,002
208257282,46987.58,Новосибирская область,054,4,007
137835784,66476.28,Тюменская область,072,2,006
306963143,196562.55,Ленинградская область,047,0,002
92788446,224948.19,Ленинградская область,047,0,002
151389670,13587.13,Ленинградская область,047,0,002
113912518,811756.12,Новосибирская область,054,4,007
266092651,208334.58,Тюменская область,072,2,006
221996,36578.34,Ленинградская область,047,0,002
286339300,129305.93,Тюменская область,072,2,006
2158853,538088.65279,Новосибирская область,054,4,007
150050646,884460.28,Тюменская область,072,2,006
124511472,300489.52,Тюменская область,072,2,006
128731387,693311.626,Новосибирская область,054,4,007
268874135,212066.78,Новосибирская область,054,4,007
331740015,7490.0,Новосибирская область,054,4,007
143119160,100792.0,Ленинградская область,047,0,002
237080797,36709.39,Тюменская область,072,2,006
326004556,81882.45,Новосибирская область,054,4,007
293227486,14316.19,Тюменская область,072,2,006
275552494,310155.41,Новосибирская область,054,4,007
292906865,126522.19,Новосибирская область,054,4,007
284927426,22999.08,Ленинградская область,047,0,002
279567764,29967.6,Новосибирская область,054,4,007
239488855,276890.6,Тюменская область,072,2,006
363915160,4992.31,Новосибирская область,054,4,007
21308871,32735.48,Ленинградская область,047,0,002
345278223,19000.0,Ленинградская область,047,0,002
307653682,78472.15,Новосибирская область,054,4,007
1105791,12108.36,Ленинградская область,047,0,002
277845502,7493.5,Новосибирская область,054,4,007
156452018,93467.6,Новосибирская область,054,4,007
29142157,3900.23,Новосибирская область,054,4,007
265983663,267.0,Ленинградская область,047,0,002
109694064,763310.19,Ленинградская область,047,0,002
327019812,19185.0,Ленинградская область,047,0,002
1538272,18427.74,Новосибирская область,054,4,007
357486248,17672.28,Новосибирская область,054,4,007
283756574,23261.89,Ленинградская область,047,0,002
269539375,122666.83,Новосибирская область,054,4,007
363891163,50877.0,Новосибирская область,054,4,007
278199756,95306.07,Новосибирская область,054,4,007
230360191,19186.42,Новосибирская область,054,4,007
25575662,40138.06,Новосибирская область,054,4,007
295709493,55032.66,Новосибирская область,054,4,007
206014241,180061.53,Ленинградская область,047,0,002
169365412,82361.18,Тюменская область,072,2,006
287955884,93408.81,Ленинградская область,047,0,002
366531345,3600.0,Тюменская область,072,2,006
155730482,8005.04,Тюменская область,072,2,006
300129873,34817.37,Ленинградская область,047,0,002
140432067,142293.62,Тюменская область,072,2,006
146143336,253662.7,Новосибирская область,054,4,007
360086540,84430.82,Новосибирская область,054,4,007
278886383,2999.94,Тюменская область,072,2,006
2195676,338845.24,Ленинградская область,047,0,002
168777756,80757.89,Тюменская область,072,2,006
272935161,600.0,Новосибирская область,054,4,007
246424872,86972.23,Ленинградская область,047,0,002
2546442,30374.19,Новосибирская область,054,4,007
278575074,4364.26,Новосибирская область,054,4,007
359120760,368.45,Ленинградская область,047,0,002
390418106,17288.62,,,,
517464113,29708.0,,,,
