client_id,order_cnt
1-CQJHALQ,1
1-CSBTP7Y,1
1-CTJLH4Y,2
1-CTO4EEY,1
1-CVFX1BW,4
1-CWOLXF9,1
1-CXGQPS6,1
1-CXIKQOI,1
1-CXJH3CO,1
1-CXS0J77,1
1-CY7D5VT,3
1-CYQ7RV4,1
1-CYVSTUV,1
1-CZGZVVQ,1
1-CZSRQIF,2
1-D08OOBB,1
1-D0G1JPW,1
1-D1EZGZC,12
1-D1RCU9E,1
1-D2GL64Y,1
1-D2H4VT1,1
1-D2I7A00,4
1-D2LKFO1,2
1-D3JWYZU,1
1-D3X1BLR,13
1-D482I5P,3
1-D4HK2W8,3
1-D4J7CTH,1
1-D56DLWL,1
1-D5GLBQE,2
1-D64F4JK,1
1-D71ST2V,1
1-D7LKN3T,15
1-D8DG7RM,1
1-DAU41XU,1
1-DBCP0NW,2
1-DBMMRV5,1
1-DC5HR42,1
1-DFF95QL,4
1-DFXNTAS,3
1-DHB83UE,2
1-DI720A4,1
1-DIS9N5Z,11
1-DK8P3L1,1
1-DKK0XSW,4
1-DKQN914,1
1-DLHS30O,1
1-DM5CBRB,1
1-DNYCTMD,1
1-DPBXWW6,2
1-DQ5016K,1
1-DSQ0VO4,1
1-DU73RF6,2
1-DULZSFT,2
1-DURESWM,1
1-DVKNMI9,3
1-DW5W004,1
1-DWDJVOO,1
1-DWSPB3O,5
1-DXGQTSA,2
1-DXITL52,2
1-DXUDSSG,3
1-DYFDLB4,1
1-E0Z1MJK,2
1-E0ZMV13,3
1-E1TEWXM,1
1-E3Q3JPV,1
1-E4KJVYY,2
1-E55WN7F,1
1-E61AO83,2
1-E6W2KIY,1
1-E7IVW31,2
1-EA0AOGR,2
1-EAXMW5U,2
1-EBT35GN,1
1-EBZJBGU,2
1-ED4U6SM,1
1-EF2KQJA,1
1-EFL9U7P,1
1-EILNNES,1
1-EIQGQ92,2
1-ELAAJQ5,2
1-ELIY5HH,1
1-EPCE6XQ,5
1-EPDI5O3,2
1-EQ4WFRE,1
1-ESNJMDC,9
1-EUG76YO,2
1-EV3C8JY,2
1-EX4LVP3,10
1-EXM7BPY,1
1-F027GF6,2
1-F0KQ60E,1
1-F2JTRB3,1
1-F2K7J7G,2
1-F2U9WXO,1
1-F30WYJI,1
1-F3DA1IL,1
1-F3N7KHG,1
1-F4VKLQJ,5
1-F5KWT6N,1
1-F5TKKRU,7
1-F67R30N,3
1-F6SP5HJ,1
1-F6VZ838,1
1-F8IJO7U,11
1-FAU4066,1
1-FC03BU4,8
1-FEE1ID6,1
1-FELYVJ9,3
1-FJJAL20,1
1-FJKRPCI,1
1-FKY1NU8,1
1-FLFL4PU,2
1-FLQKXMR,1
1-FLU6TOJ,1
1-FLX2HZD,1
1-FM8N5J4,1
1-FM9O45M,1
1-FMADSHV,1
1-FNUFCYC,5
1-FNUJMWP,1
1-FP6L2SI,13
1-FR8GXZM,1
1-FRU9VX6,1
1-FSWTVC4,1
1-FTXMTSZ,1
1-FUNCL6T,1
1-FUQ1H8J,1
1-FXE3VCN,5
1-G00JVPE,1
1-G1KFPUO,1
1-G2F6C2S,2
1-J3LPZ0,2
1-KAC20Z,1
1-M0G0UY,1
1-MKR8DH,1
1-NO2YLJ,2
1-R90HY4,1
1-SUFIU8,1
4-10AA4BJN,1
4-10B6BT4F,1
4-10E5QTQH,1
4-10EOE72P,1
4-10W6FQEB,2
4-10YKKI1P,1
4-113GYJYF,1
4-116NSV1B,1
4-116PRYM8,1
4-11NXD4X1,1
4-11OQWZSV,2
4-11S0FVTQ,1
4-11SPJV0X,2
4-11TR5JNN,2
4-11TYY6VR,1
4-1211KI6F,1
4-123PIWP7,3
4-12AG6VQR,1
4-12D9EFD1,1
4-12KO66WS,1
4-12KP6WOR,1
4-12PWGRII,1
4-12QKCD1T,3
4-12SOLVSB,2
4-12VO8KTD,2
4-130FB59J,1
4-133SI5Y3,1
4-136Q5ZCD,1
4-1399OGXN,1
4-13HGFR1Q,9
4-13IA8EFF,1
4-13NDMYBB,1
4-13PROFET,4
4-13QW6SHF,1
4-147AA327,1
4-149LK356,2
4-14BV2BMH,1
4-14FTMX7R,1
4-14U8E98T,2
4-14VOBPXT,4
4-14XDP057,3
4-14ZAWSNV,1
4-152TCKPU,1
4-154NLKCN,1
4-15DJKOWP,2
4-15EW0MVJ,5
4-15H3SN0K,2
4-15HCEF7H,1
4-15I65TV9,1
4-15XOG4BJ,2
4-15Y0BHE2,4
4-1614DERN,1
4-16171633,2
4-162BMN19,1
4-1638GTDJ,1
4-167MAKWB,1
4-16C4F88L,1
4-16FFOKG7,1
4-16IMRUUZ,3
4-16KR0VQJ,1
4-16MY5L7R,1
4-16Q1QQWG,1
4-16SYXR1R,1
4-16ZERIJX,1
4-171MBIMC,1
4-172ERH5G,1
4-172XLD47,1
4-17928T39,9
4-17EU2LTA,2
4-17I3CWGZ,1
4-17JWB8IL,3
4-17KJ4RCX,3
4-17ODWS71,4
4-17RGVJZX,26
4-17U394LH,2
4-17UMZCF1,1
4-17X88YHF,1
4-17XO7S7L,1
4-17YIY6BH,1
4-17Z1NYL1,1
4-17Z3SPNR,1
4-18IENTLN,1
4-18LS4U6K,1
4-18M19W42,1
4-18M1DBJ4,9
4-18UQS82P,1
4-18YK632F,1
4-190ANN7H,1
4-193EM3ZL,1
4-1973Z524,1
4-197WSFHJ,1
4-19DRLCPP,1
4-19IVMO53,1
4-19KTVQ4H,2
4-19NBZ95Y,3
4-19NLTCOY,1
4-19OSC6C6,2
4-19S6RY1Q,4
4-19TF4XF6,1
4-1A08YTNW,8
4-1AEJ7SO8,1
4-1ANBEEVY,1
4-1ARIIMZ6,5
4-1AS2UL5A,12
4-1AY7OZS8,6
4-1AYYOWBQ,1
4-1B11N5XY,2
4-1B26MD1R,5
4-1B2Z73C6,1
4-1B3ROBMI,1
4-1B4YOGW8,7
4-1B5I6NQ2,1
4-1BE67CT2,5
4-1BIN0T10,1
4-1BJELMIA,1
4-1BLIRAB6,1
4-1BMX68RE,1
4-1BYBUAKB,1
4-1C4UMY5E,3
4-1CCHICTG,1
4-1CCI9MLS,1
4-1CDWKIG6,2
4-1CE884QA,2
4-1CFNC2WK,3
4-1CG0FH1M,1
4-1CJEXEFY,8
4-1CLKNZFU,4
4-1CMRCS9W,1
4-1CP17IDO,1
4-1CTNVFHG,3
4-1CW5MNZM,1
4-1CWP5ZN4,1
4-1D49D248,13
4-1D7VY140,1
4-1D8K27RU,1
4-1D900RDP,1
4-1D9PA99L,1
4-1DBD3JRK,1
4-1DD7HTIG,1
4-1DERIGVM,1
4-1DI653I9,1
4-1DMGIEAO,4
4-1DQU7AND,2
4-1DVE5F1M,1
4-1E0G5B54,1
4-1E5LV9BV,1
4-1E6OUTO0,1
4-1EC14PYG,1
4-1EE4Q4WE,1
4-1EHJUOHG,2
4-1EI24ZEA,4
4-1EKFZS3W,1
4-1EKYQ0KN,2
4-1EQEGX5I,1
4-1EUCXP5M,1
4-1EUF1ZHU,1
4-1EYZ3P5A,1
4-1F92YDW2,1
4-1FILH6OY,7
4-1FKP4S36,2
4-1FV7C23C,1
4-1FZJZFW6,2
4-1G3SE726,2
4-1G5WUP6Q,1
4-1GKCLZ30,2
4-1GLWJ8T8,2
4-1GOVE857,1
4-1GWQL1DV,3
4-1H18PAHA,1
4-1H1MUK9B,3
4-1H4D4EPK,1
4-1HC4Q2LA,1
4-1HGKY5XP,5
4-1HI9TH7N,1
4-1HJSTIZ6,2
4-1HK95B5A,1
4-1HKQ5KFH,1
4-1HOP2LDD,2
4-1HOT9R6X,1
4-1HQJXR0N,1
4-1HRGUZJS,1
4-1HV1EPDY,1
4-1HV4RD71,1
4-1HYS6KW3,3
4-1I0EWMLD,26
4-1I1M52XV,2
4-1I1YUGFV,1
4-1I3PQUC1,1
4-1I7ZC0J4,1
4-1I84IO00,1
4-1IHPSKVL,1
4-1IJGDC9U,1
4-1IKK0T4G,1
4-1ILMWAES,1
4-1IN14J16,1
4-1INI7V08,1
4-1IOP9C16,1
4-1IY578JC,2
4-1J8B6GR3,1
4-1JA276SN,1
4-1JDUR4XT,1
4-1JE6R2MF,1
4-1JEEPS1T,2
4-1JF3HQEG,1
4-1JH2DG8Z,1
4-1JIGXDZL,3
4-1JLP2LE0,1
4-1JLWL40N,1
4-1JQFTP01,5
4-1JVJIQK3,2
4-1JXAKE9Z,1
4-1JZFAWUO,5
4-1JZX8IVV,2
4-1K2NHW0L,1
4-1K2XXOHB,1
4-1K6A7LPL,1
4-1K94MIB1,1
4-1KHA70YH,1
4-1KHUQ0ST,1
4-1KHX6KHH,2
4-1KI6E4K3,2
4-1KOR9ZF0,3
4-1KQY6VUD,1
4-1KVUOXMZ,4
4-1KZATPU2,2
4-1KZPEKND,1
4-1L1MLEJH,1
4-1L1S95Y2,2
4-1L2H5ITA,1
4-1L2SSI6H,1
4-1L2YQ8MO,3
4-1LD0CJWN,1
4-1LFRCE57,1
4-1LH0YKVH,1
4-1LHGWUEZ,4
4-1LPN5GXR,1
4-1LQE4KOC,1
4-1LRQ3571,1
4-1LXY9W1Z,2
4-1LY3X58I,1
4-1M0BHWLR,1
4-1M1H55ZP,3
4-1M3LDTDU,2
4-1M5EAFPT,1
4-1M5OGPXZ,2
4-1M61F6WN,4
4-1MA96Y1X,1
4-1MCBQ19T,1
4-1MDW9JKP,1
4-1MJDYGND,1
4-1ML2LV1H,1
4-1ML6FG73,1
4-1MMUXSO1,1
4-1MOI57KT,5
4-1MT80GKF,2
4-1MU17G0J,1
4-1MVQNVNT,2
4-1MX7ZOP2,2
4-1MXO6I0O,3
4-1N7U76BL,3
4-1N9WODXC,25
4-1NB3U88S,1
4-1NDMJCXU,6
4-1NYHYJPQ,1
4-1O07JQ7L,24
4-1O0R6JQG,15
4-1O1B1B7S,1
4-1O1QNBZI,2
4-1O4GV6RK,1
4-1O9BPJQY,2
4-1O9IXGWX,1
4-1O9L54J6,1
4-1OBGPW2I,3
4-1OBKIKH8,2
4-1OHOKXRF,1
4-1OJFOBIW,28
4-1OKJT04Q,1
4-1OMP9S6O,3
4-1ONAGWYE,1
4-1ONRKH31,1
4-1OQ2M5HC,1
4-1OQP2L3M,2
4-1ORYLXQI,2
4-1OUAE5YZ,1
4-1P1BRYY3,1
4-1P1WG4HH,4
4-1P90EHN9,1
4-1P91RZQ4,2
4-1PADUGPD,1
4-1PDEWURL,1
4-1PFYJ1KX,2
4-1PNH2U9V,19
4-1PWXC81L,4
4-1PYLXM39,5
4-1PZERGFF,1
4-1Q18KG5W,1
4-1Q1JFDVR,15
4-1Q2F84HQ,2
4-1Q6GZ9YB,1
4-1QD8HOTF,1
4-1QE2S62J,1
4-1QG8EN2X,2
4-1QI3LT19,1
4-1QJID5DD,2
4-1QJNUAMO,1
4-1QR6VQC9,1
4-1QXIMRQ2,1
4-1QZB5FV6,6
4-1RA41X25,2
4-1REXLD9Z,1
4-1RH1YC8D,1
4-1RHKBDIB,1
4-1RI01ST9,1
4-1RORKQXZ,2
4-1RP0OSB7,1
4-1RPOX21Q,2
4-1RPZO34Q,1
4-1RUNA3GN,5
4-1RZ302AP,1
4-1S22H2JH,3
4-1S4K2CB5,4
4-1S5U35QZ,10
4-1S79VS2H,1
4-1SATK357,1
4-1SEVLD2X,1
4-1SFY13JH,1
4-1SIWO0SX,2
4-1SJFNT1S,1
4-1SLX1P6Y,1
4-1SMRU1HH,16
4-1SODW343,3
4-1T7A5BQT,11
4-1T7HTDJ9,2
4-1T8BQ2PW,1
4-1TBN0ZYM,12
4-1THH31KV,1
4-1TOV99PF,1
4-1TRY5BX3,1
4-1TWX7QXG,1
4-1TXTRRS9,3
4-1TY0JCD5,1
4-1U5S1LHG,3
4-1U7AEPD3,1
4-1U8PEVXV,1
4-1UCCRVYL,2
4-1UE7Y2F6,1
4-1UK1ZR0F,2
4-1UNUICAK,1
4-1UXP6YJZ,2
4-1UXV68NL,1
4-1UYDG5IV,1
4-1V0IZO3S,1
4-1V0JQO6W,1
4-1V19PT3T,3
4-1V261SP9,1
4-1V53MVG9,1
4-1V5ZXB25,1
4-1V68AM65,4
4-1VEHGI47,4
4-1VOPA4IC,3
4-1VQZTLF5,4
4-1VS79PIT,1
4-1W6CWGE5,1
4-1W98YX6V,2
4-1WBFKPRH,1
4-1WBVFMLF,2
4-1WFB6OU6,3
4-1WG43VN4,3
4-1WG94GRN,1
4-1WKKJH2R,1
4-1WKUFLTZ,1
4-1WPVVCER,3
4-1WUI1JAH,1
4-1WWPTL72,1
4-1WY33SUR,1
4-1X3CLEZT,2
4-1X4ZQFLO,1
4-1X50L02V,1
4-1X56Y992,2
4-1X8L7I73,1
4-1X9VCRWD,16
4-1X9YP74F,1
4-1XCLCVC1,1
4-1XENAAIY,1
4-1XNJYVWF,2
4-1XU4ZCCV,2
4-1XZGEQBH,1
4-1XZXLDMZ,1
4-1Y1RNP4K,1
4-1Y47DIIU,3
4-1Y4FM5BB,4
4-1YCFZUVL,1
4-1YD3Y5T9,1
4-1YF29MU5,3
4-1YFRE6SX,1
4-1YG9OM4J,1
4-1YM45BAW,1
4-1YMTLA97,1
4-1YNMR8T0,1
4-1YRX29VV,1
4-1YVTCF3U,1
4-1YX1ICWH,3
4-1YZG1P15,3
4-1Z3JPFGT,1
4-1Z4F8W2M,5
4-1Z4VTDH3,1
4-1Z4ZW160,2
4-1Z9C0QQF,2
4-1ZBNFME3,1
4-1ZC7ADSR,1
4-1ZCYZ4RP,1
4-1ZD07DBD,1
4-1ZD8RFWR,1
4-1ZETDJVH,5
4-1ZFUE6D6,1
4-1ZLSFY6N,1
4-1ZLZ025G,1
4-1ZPM6GLN,1
4-1ZTMJZK7,6
4-1ZZW4ASJ,1
4-203FRC7R,2
4-205C6IEB,1
4-20ATLX71,1
4-20DOS01F,1
4-20IVGHAT,1
4-20JY5BLS,1
4-20PF97IN,1
4-20ROJK9N,1
4-20SZVAW1,1
4-20WOBS07,1
4-20X15O77,1
4-20Y2EVVZ,1
4-212V2HXP,1
4-216GFOGN,2
4-21CL36SG,3
4-21CV0DJF,3
4-21GCUVNT,1
4-21KUBDP8,2
4-21MRRLVE,1
4-21MURHW7,3
4-21PRCTBC,1
4-21UDVXKT,1
4-222H2JJP,1
4-222QFP3U,1
4-222RZFUP,1
4-227CPIPH,1
4-229JMHON,1
4-22DRHBZB,1
4-22EJFUXT,1
4-22HVNHNN,1
4-22J9RNPI,4
4-22JQJHYY,2
4-22M4NDHZ,1
4-232P4HGT,1
4-235U8RS5,1
4-238T6UJ7,1
4-23AF92N5,1
4-23COSOCN,21
4-23GOGMFW,6
4-23HXJFUP,9
4-23IU50MX,2
4-23J0LBR1,1
4-23J7INK7,1
4-23JNTGMT,2
4-23KJQSYR,2
4-23N6T9JS,2
4-23OUNDT5,3
4-23PMVA2U,3
4-23POBLC5,1
4-23WHJVJZ,4
4-23Y6ES3D,1
4-2424QKLQ,1
4-246E082D,1
4-24A1RV9K,1
4-24BR3YCW,1
4-24DFXQHX,20
4-24IO8TAE,1
4-24JGDCAX,1
4-24NC1IY5,15
4-24OVY6Q7,1
4-24PB7TAB,1
4-FZQ766J,2
4-FZSDA13,4
4-G0AJ4WN,1
4-G32OEUJ,1
4-G3FWPFD,1
4-GBJX08V,2
4-GC7KZEP,4
4-GHA7W6Z,3
4-GJ4X7YV,1
4-GJOK753,1
4-GK4GLX9,1
4-GSZ23WD,1
4-GT0RAZ1,6
4-GT1EASB,3
4-GW2AXAO,3
4-GY1S30D,3
4-H0P02KZ,1
4-H15DIUF,1
4-H5ZWW6L,2
4-H6DQWZJ,3
4-H6HI2RU,10
4-H787YIR,1
4-H9I1TDL,13
4-HF8HGFB,1
4-HJYJ2IF,1
4-HULBT1P,1
4-HUO2UAF,1
4-HWFC3AV,1
4-HYYCAG1,1
4-HZJY8WD,1
4-I9KPSIF,1
4-IBK76EX,1
4-IBWI0YF,1
4-ICY8XGR,1
4-IDOGV9T,1
4-IFUCF95,2
4-IG6Y1MB,4
4-IH9QQIJ,2
4-IKRDIM5,2
4-INWAOU7,1
4-IZ81CR3,1
4-J61YXFB,1
4-J8ZMU9F,3
4-JARUQVE,1
4-JF1GEEJ,1
4-JGCN1SS,2
4-JIEOYH7,2
4-JP664ZD,1
4-JQTHUIJ,1
4-JWOCJCL,2
4-JXIXKK1,1
4-K2TQHAP,2
4-K3NG1DH,1
4-KBMKMSB,2
4-KCITFK5,5
4-KEF56Y5,3
4-KHYALZB,111
4-KNFNY8T,3
4-KTNF8IB,1
4-KWAKTP6,6
4-L24J5A6,2
4-L2L97G3,2
4-L4OUPTF,1
4-L8KCMWT,1
4-LBGJIRB,1
4-LJJD1WN,4
4-LMUQ793,1
4-LN0IIRD,2
4-LNPCXJA,1
4-LQI87E5,1
4-LZAV72S,3
4-M02ELH3,1
4-M0A0MI3,1
4-M68Y3QJ,1
4-M737MP7,3
4-MCDOYRV,2
4-MCSEG39,1
4-MDJU19V,1
4-MRKC3QD,18
4-MSIB2E0,1
4-MT28MR3,3
4-MZTQY5P,2
4-NF62JLD,1
4-NHKTAY5,4
4-NQYHI6J,3
4-NT68D05,2
4-NUCMCM3,1
4-O2YNWYR,2
4-O789OCT,1
4-OA0U1LD,1
4-OF9MRZW,1
4-OI8UWVV,1
4-OI9CB6X,1
4-OLP700M,1
4-OMBBZVX,3
4-OR22MQP,1
4-P1X6UJP,1
4-P6J42R5,1
4-P77YRT5,4
4-P9OV6K3,5
4-PAG1043,1
4-PHOPHP5,2
4-PI26I3R,2
4-PRTWYJD,1
4-PV5OSP6,1
4-Q2PFZFJ,3
4-QBB76OT,1
4-QSAKAIH,1
4-R2CV2FN,1
4-R2S0SAX,3
4-R55VNQL,1
4-RAFBIL7,1
4-RASVERW,1
4-RBJ4A9H,3
4-RBR8LTP,1
4-RNPT4OL,3
4-RSR3OTF,1
4-RTSJ7Z3,1
4-RXP545F,2
4-RY3JUPB,1
4-S256MVZ,3
4-S33LQXJ,1
4-SBOPIT3,1
4-SF9W1XZ,4
4-SHLPZU3,1
4-SK5R6ZD,1
4-SOCAZP9,2
4-SZSBR29,3
4-T0TOY39,2
4-T9C485L,1
4-TA65Q3T,1
4-TEWF9DC,1
4-TJ3MDYD,1
4-TRW3FIT,1
4-TS2G4XV,3
4-TSJ42LP,1
